ip_address,email_address,billing_state,user_agent,billing_postal,phone_number,EVENT_TIMESTAMP,billing_address,EVENT_LABEL
168.237.169.179,fake_moniquemills@example.org,PA,Mozilla/5.0 (Android 5.1.1; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,34412,(555)921 - 5361,2022-12-03T01:05:03Z,090 Sarah Terrace Fake St.,legit
54.95.100.74,fake_selena89@example.net,OR,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/40.0.884.0 Safari/536.2",33720,(555)786 - 6567,2023-01-13T10:07:00Z,15166 Kirby Crest Fake St.,legit
43.252.135.82,fake_stephaniewilson@example.org,PA,Opera/9.51.(X11; Linux i686; or-IN) Presto/2.9.161 Version/12.00,32161,(555)478 - 9267,2022-07-13T14:27:57Z,493 Robertson Valleys Fake St.,legit
192.159.223.99,fake_kaitlyn77@example.org,IA,Mozilla/5.0 (Windows NT 5.0; ss-ZA; rv:1.9.1.20) Gecko/2018-07-29 05:22:00 Firefox/9.0,34046,(555)174 - 8338,2022-07-29T03:30:08Z,37883 Cynthia Springs Fake St.,legit
5.254.139.64,fake_rroy@example.com,WI,Opera/8.93.(Windows NT 5.1; pl-PL) Presto/2.9.170 Version/12.00,34069,(555)334 - 4566,2022-11-17T21:12:47Z,8087 Turner Mission Fake St.,legit
122.175.149.221,fake_torrestracey@example.com,NM,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/16.8i0336.0 Mobile/14N505 Safari/533.1",32833,(555)320 - 2571,2022-06-13T07:56:16Z,6653 Turner Circle Fake St.,legit
98.155.131.84,fake_jessicamarquez@example.net,OR,Opera/9.62.(X11; Linux i686; lzh-TW) Presto/2.9.168 Version/12.00,32383,(555)199 - 6902,2022-07-11T20:01:24Z,9734 Acosta Parks Fake St.,legit
216.121.113.3,fake_josemiller@example.net,LA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; csb-PL) AppleWebKit/531.28.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.28.3",32451,(555)181 - 5774,2022-09-08T05:42:41Z,71878 Soto Estate Fake St.,legit
6.177.73.116,fake_smithclinton@example.com,MI,Opera/8.19.(Windows NT 6.1; dv-MV) Presto/2.9.190 Version/12.00,32159,(555)660 - 4893,2022-08-23T00:37:30Z,918 Nicole Via Fake St.,legit
105.111.215.231,fake_bspencer@example.net,WY,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6 rv:6.0; szl-PL) AppleWebKit/531.4.2 (KHTML, like Gecko) Version/4.0.2 Safari/531.4.2",32094,(555)658 - 3444,2023-03-06T06:32:45Z,4673 Silva Harbors Fake St.,legit
193.250.138.91,fake_valenciayesenia@example.org,TX,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; tk-TM) AppleWebKit/535.28.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.28.5",34656,(555)521 - 1980,2023-02-04T08:54:52Z,0117 Cortez Camp Fake St.,legit
138.148.56.35,fake_yperry@example.net,FL,Opera/9.65.(X11; Linux x86_64; nan-TW) Presto/2.9.172 Version/10.00,32887,(555)924 - 8298,2022-07-05T04:31:38Z,563 Porter Shores Fake St.,fraud
223.40.13.25,fake_joshua94@example.com,WA,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/15.0.805.0 Safari/531.1",32990,(555)309 - 8920,2022-08-28T06:41:09Z,22265 Williams Park Fake St.,legit
165.188.234.131,fake_gardnerwilliam@example.net,LA,Opera/8.45.(X11; Linux x86_64; brx-IN) Presto/2.9.165 Version/10.00,34546,(555)937 - 8749,2022-05-09T21:07:03Z,4740 Allison Station Fake St.,legit
30.225.89.158,fake_jordanmiller@example.net,WY,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_9; rv:1.9.4.20) Gecko/2019-11-29 00:50:53 Firefox/3.6.14,32630,(555)110 - 2043,2022-10-16T06:56:52Z,68799 Steven Bridge Fake St.,legit
208.246.31.97,fake_xcampbell@example.com,ME,Opera/8.84.(Windows NT 6.1; sv-FI) Presto/2.9.170 Version/10.00,33684,(555)993 - 6244,2022-12-25T10:29:39Z,677 Stephens Vista Fake St.,legit
128.176.205.51,fake_umcdonald@example.org,LA,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2013-04-16 10:30:01 Firefox/3.6.17,34405,(555)628 - 6538,2022-08-26T19:33:48Z,86191 Winters Estates Fake St.,legit
79.229.117.207,fake_shelleybrown@example.com,NV,Mozilla/5.0 (Android 3.0; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,32297,(555)970 - 6192,2023-02-25T01:37:55Z,98662 Brian Plains Fake St.,legit
27.118.72.128,fake_donna21@example.org,MI,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; oc-FR) AppleWebKit/533.11.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.11.7",32713,(555)648 - 1417,2022-10-28T01:00:15Z,58591 Hill Creek Fake St.,legit
216.122.245.157,fake_abigail02@example.com,PA,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/57.0.816.0 Mobile/82B008 Safari/531.2",32176,(555)917 - 4876,2022-04-04T09:35:53Z,0619 Elizabeth Vista Fake St.,legit
193.41.13.161,fake_travis78@example.org,OR,Opera/9.37.(Windows NT 5.01; hy-AM) Presto/2.9.166 Version/11.00,34030,(555)668 - 9324,2022-06-05T05:56:43Z,779 Murphy Centers Fake St.,legit
155.178.77.18,fake_qtanner@example.net,FL,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2014-11-24 05:58:35 Firefox/3.8,32887,(555)906 - 4860,2022-06-28T09:49:00Z,1189 Susan Junction Fake St.,legit
24.164.88.148,fake_jbeard@example.org,PA,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/12.5t8224.0 Mobile/92V104 Safari/531.1",34302,(555)642 - 8220,2022-08-19T04:09:13Z,452 Christina Walk Fake St.,legit
217.188.160.169,fake_blankenshipvalerie@example.com,UT,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/15.0.805.0 Safari/531.1",32343,(555)271 - 6093,2022-04-25T19:19:22Z,5559 Joyce Bridge Fake St.,legit
149.191.78.8,fake_kerri39@example.org,UT,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_7) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/49.0.892.0 Safari/536.2",33562,(555)684 - 9465,2022-03-06T11:12:12Z,038 Romero Trail Fake St.,fraud
181.219.122.9,fake_tpark@example.net,TN,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.40.7 (KHTML, like Gecko) Version/5.1 Safari/533.40.7",32060,(555)820 - 3600,2022-03-22T07:43:09Z,828 Joseph Expressway Fake St.,legit
97.11.122.151,fake_hudsonrobert@example.org,TX,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; iu-CA) AppleWebKit/534.6.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6534.6.6",32379,(555)992 - 6469,2022-04-16T11:55:04Z,862 Green Pike Fake St.,legit
1.173.214.248,fake_bsandoval@example.com,NV,Opera/9.91.(X11; Linux i686; mhr-RU) Presto/2.9.181 Version/10.00,34389,(555)670 - 5299,2022-03-11T00:58:30Z,885 Sean Isle Fake St.,legit
43.252.135.82,fake_amanda84@example.com,MI,Mozilla/5.0 (Windows NT 5.2; he-IL; rv:1.9.1.20) Gecko/2018-08-06 21:00:13 Firefox/10.0,34798,(555)895 - 9781,2022-10-19T12:43:57Z,4350 Callahan Plains Fake St.,legit
208.246.31.97,fake_tmorton@example.org,TX,Opera/9.85.(X11; Linux i686; mni-IN) Presto/2.9.186 Version/12.00,32005,(555)520 - 9175,2023-01-26T15:49:37Z,61661 Allison Prairie Fake St.,legit
168.86.17.141,fake_crystal63@example.org,MI,Opera/8.35.(Windows NT 6.2; ca-AD) Presto/2.9.182 Version/12.00,33027,(555)521 - 2398,2022-03-23T01:42:52Z,6332 Cox Summit Fake St.,legit
176.17.27.249,fake_jeanpeterson@example.net,KY,Opera/8.28.(Windows 98; sr-ME) Presto/2.9.165 Version/11.00,34656,(555)942 - 2047,2022-10-26T21:56:41Z,948 Allison Key Fake St.,fraud
203.215.177.47,fake_gregorywilkerson@example.org,NC,Opera/9.27.(X11; Linux i686; ca-IT) Presto/2.9.161 Version/11.00,33774,(555)531 - 3126,2022-11-04T11:34:05Z,60094 Smith Trace Fake St.,legit
17.199.78.19,fake_salinaschad@example.com,NC,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0),34732,(555)288 - 8329,2022-08-08T23:54:19Z,282 Jennifer Cove Fake St.,legit
145.198.180.95,fake_kristadelgado@example.org,NC,Opera/8.96.(X11; Linux i686; se-NO) Presto/2.9.179 Version/10.00,34016,(555)278 - 3775,2022-07-10T23:27:00Z,16545 Darren Lane Fake St.,legit
187.34.174.160,fake_hgonzales@example.org,TN,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/25.0.845.0 Safari/533.2",34790,(555)237 - 5693,2022-05-30T09:22:39Z,935 Grace Prairie Fake St.,legit
32.204.190.201,fake_jmcdonald@example.net,TN,Mozilla/5.0 (Android 3.1; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,32117,(555)946 - 7991,2022-06-22T22:19:45Z,2268 Ann Tunnel Fake St.,legit
136.185.164.135,fake_haleymiller@example.org,MI,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/62.0.810.0 Safari/531.1",33425,(555)679 - 1845,2022-07-08T08:54:49Z,42586 Moore Union Fake St.,legit
221.2.36.227,fake_josephchapman@example.net,TX,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),32172,(555)341 - 1052,2022-06-12T05:09:47Z,6581 Jacobs Stream Fake St.,legit
52.153.26.216,fake_thompsonchristopher@example.net,PA,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/53.0.895.0 Mobile/94I683 Safari/531.0",33571,(555)320 - 9885,2023-02-20T15:34:49Z,5757 Clark Club Fake St.,legit
176.89.193.199,fake_lnguyen@example.net,IA,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/15.8o2392.0 Mobile/14N145 Safari/533.2",33832,(555)399 - 3053,2022-10-04T16:18:08Z,937 Guerrero Roads Fake St.,legit
148.154.183.37,fake_jason90@example.com,OR,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/32.0.881.0 Safari/535.1",34010,(555)157 - 7364,2022-06-18T07:31:48Z,97607 White Rapids Fake St.,legit
81.135.139.253,fake_amanda25@example.net,IA,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0),33861,(555)602 - 4069,2022-08-24T00:41:49Z,03698 Stewart Street Fake St.,legit
119.201.176.83,fake_leonardlopez@example.org,FL,Opera/9.53.(Windows NT 4.0; cs-CZ) Presto/2.9.182 Version/10.00,33729,(555)357 - 4373,2022-06-09T06:37:20Z,490 Smith Passage Fake St.,legit
199.157.41.101,fake_fquinn@example.org,PA,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2015-08-19 20:57:27 Firefox/3.6.3,34945,(555)436 - 2507,2022-11-08T07:39:33Z,55568 Johnson Camp Fake St.,legit
74.61.229.144,fake_robertalexander@example.net,ME,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.8o2801.0 Mobile/26Y649 Safari/534.2",33925,(555)916 - 5656,2022-11-14T18:55:18Z,12180 Hood Creek Fake St.,legit
184.174.57.218,fake_vkrueger@example.com,PA,Mozilla/5.0 (Android 2.3.7; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,33575,(555)999 - 4630,2022-05-21T09:02:36Z,3016 James Crossing Fake St.,legit
44.212.118.216,fake_amy44@example.com,LA,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/35.0.814.0 Safari/532.1",33709,(555)166 - 9968,2022-07-13T13:33:47Z,222 Christopher Crescent Fake St.,legit
62.218.85.38,fake_kendra91@example.com,NY,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_6 rv:2.0; doi-IN) AppleWebKit/531.28.5 (KHTML, like Gecko) Version/4.0.5 Safari/531.28.5",32132,(555)676 - 9887,2022-11-18T01:21:16Z,21928 Jessica Ford Fake St.,legit
213.86.59.108,fake_sherry76@example.com,MI,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; hu-HU) AppleWebKit/532.42.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.42.7",33285,(555)555 - 8643,2022-05-19T16:34:24Z,6496 Thomas Villages Fake St.,legit
165.68.115.115,fake_salasdebbie@example.com,LA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; byn-ER) AppleWebKit/533.7.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6533.7.5",33834,(555)551 - 2174,2023-03-01T08:53:53Z,071 Megan Radial Fake St.,legit
139.98.246.155,fake_michelleyork@example.net,WI,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ts-ZA) AppleWebKit/535.29.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.29.2",33751,(555)740 - 5789,2022-11-05T16:41:41Z,505 Taylor Creek Fake St.,legit
32.204.190.201,fake_larryhuerta@example.com,MD,Opera/9.71.(X11; Linux i686; de-BE) Presto/2.9.176 Version/10.00,32171,(555)702 - 1329,2022-10-06T21:40:17Z,92326 Khan Via Fake St.,fraud
83.179.141.98,fake_halljeffery@example.net,CO,Opera/9.80.(Windows CE; es-AR) Presto/2.9.165 Version/10.00,32379,(555)810 - 3435,2022-03-29T15:02:50Z,43324 James Row Fake St.,legit
41.165.167.135,fake_daisy93@example.net,OR,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/52.0.829.0 Mobile/24Y360 Safari/533.0",34298,(555)691 - 4783,2022-05-14T07:12:14Z,958 Cynthia Path Fake St.,legit
70.136.120.109,fake_courtneyjohnson@example.org,LA,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.49.2 (KHTML, like Gecko) Version/4.0.2 Safari/531.49.2",33502,(555)601 - 4352,2022-10-10T14:16:59Z,894 Amber Circles Fake St.,legit
24.164.88.148,fake_hwyatt@example.com,PA,Opera/8.95.(X11; Linux x86_64; st-ZA) Presto/2.9.183 Version/12.00,34701,(555)811 - 3420,2022-11-07T17:50:26Z,25587 Heather Landing Fake St.,legit
119.68.125.176,fake_wigginseric@example.net,OR,Opera/9.10.(Windows 98; Win 9x 4.90; tl-PH) Presto/2.9.179 Version/10.00,33152,(555)538 - 6119,2022-08-31T08:48:56Z,3453 Betty Plain Fake St.,legit
16.153.234.127,fake_dwilson@example.net,TX,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.1),34265,(555)643 - 3639,2022-04-12T18:29:10Z,22180 Noah Camp Fake St.,legit
182.86.172.34,fake_kellynathaniel@example.net,TN,Mozilla/5.0 (Android 2.3; Mobile; rv:25.0) Gecko/25.0 Firefox/25.0,33145,(555)670 - 5299,2022-03-19T03:51:32Z,810 Jade Street Fake St.,legit
212.186.246.187,fake_umcdonald@example.org,PA,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_6; rv:1.9.5.20) Gecko/2010-11-15 09:30:18 Firefox/3.8,33135,(555)195 - 7490,2022-09-25T20:09:57Z,500 Erin Mountains Fake St.,legit
206.29.180.205,fake_fturner@example.com,TX,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.32.3 (KHTML, like Gecko) Version/5.0.1 Safari/533.32.3",33296,(555)652 - 1269,2022-07-26T22:19:14Z,1142 Steven Trafficway Fake St.,legit
120.91.149.206,fake_rachelkeith@example.org,NC,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/14.6g7333.0 Mobile/89M913 Safari/534.0",32861,(555)991 - 2515,2022-06-08T12:34:38Z,237 Bill Dam Fake St.,legit
175.12.70.86,fake_davidgarcia@example.com,PA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0 rv:6.0; is-IS) AppleWebKit/535.12.1 (KHTML, like Gecko) Version/4.1 Safari/535.12.1",33635,(555)232 - 7017,2022-04-13T08:51:17Z,40609 Hansen Squares Fake St.,legit
94.71.222.229,fake_elizabeth45@example.org,MO,Opera/8.27.(Windows 98; doi-IN) Presto/2.9.178 Version/11.00,32996,(555)778 - 4859,2022-11-05T19:50:26Z,56726 Navarro Garden Fake St.,legit
138.148.56.35,fake_twilliams@example.com,LA,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/58.0.875.0 Safari/533.0",32551,(555)826 - 1475,2022-11-08T07:26:37Z,13393 Katherine Terrace Fake St.,legit
110.148.57.255,fake_ywoods@example.com,TX,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ik-CA) AppleWebKit/535.49.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6535.49.7",34175,(555)236 - 6358,2022-07-17T06:35:11Z,735 Jacqueline Square Fake St.,legit
19.227.48.236,fake_wpalmer@example.net,AR,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/60.0.869.0 Mobile/98B465 Safari/534.2",33235,(555)207 - 4068,2022-05-29T15:55:46Z,10034 Joshua Motorway Fake St.,legit
198.149.5.237,fake_ksullivan@example.com,NC,Opera/8.74.(X11; Linux x86_64; st-ZA) Presto/2.9.183 Version/10.00,33175,(555)956 - 2559,2022-10-14T23:48:20Z,0970 Sandra Freeway Fake St.,legit
12.30.125.253,fake_anthonyshields@example.org,MD,Opera/8.42.(Windows 98; Win 9x 4.90; fo-FO) Presto/2.9.188 Version/12.00,32577,(555)790 - 1408,2022-12-23T10:37:09Z,412 Mcneil View Fake St.,legit
37.125.128.28,fake_whitemiranda@example.net,MO,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/27.0.894.0 Safari/531.2",32504,(555)963 - 6199,2022-08-26T22:35:29Z,36832 Bridges Bridge Fake St.,legit
64.127.14.137,fake_randy61@example.net,TX,Mozilla/5.0 (Windows NT 5.2; bg-BG; rv:1.9.1.20) Gecko/2011-07-26 15:16:32 Firefox/3.6.6,32611,(555)684 - 9465,2022-07-17T22:51:25Z,9033 Tyler Course Fake St.,legit
218.7.202.6,fake_joshua33@example.org,PA,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/23.0.863.0 Mobile/80X588 Safari/536.2",34234,(555)241 - 8902,2023-01-11T17:08:20Z,4957 Michael Glen Fake St.,legit
93.145.133.80,fake_martinezamy@example.org,MD,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2020-01-16 11:35:33 Firefox/3.6.17,33147,(555)618 - 6980,2022-07-27T19:21:56Z,83328 William Ferry Fake St.,legit
199.187.135.95,fake_donald08@example.net,IA,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_2 rv:5.0; ig-NG) AppleWebKit/532.31.2 (KHTML, like Gecko) Version/5.0.4 Safari/532.31.2",33136,(555)222 - 6449,2022-06-04T15:37:05Z,01031 Hernandez Port Fake St.,legit
153.154.252.157,fake_kathryn76@example.org,MO,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_3 rv:3.0; kk-KZ) AppleWebKit/532.6.3 (KHTML, like Gecko) Version/5.0.1 Safari/532.6.3",33485,(555)529 - 2809,2022-09-03T17:20:56Z,492 Watts Prairie Fake St.,legit
184.203.201.72,fake_christopherpatton@example.net,IA,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/61.0.831.0 Safari/531.1",34989,(555)299 - 3649,2023-02-21T02:41:40Z,8889 Burns Square Fake St.,legit
222.17.166.62,fake_rlam@example.com,WY,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/63.0.891.0 Safari/534.0",34268,(555)446 - 9971,2022-09-20T21:22:08Z,2268 Mendoza Motorway Fake St.,legit
139.73.53.70,fake_mary79@example.net,OR,Mozilla/5.0 (Android 4.3.1; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,34126,(555)215 - 3407,2022-08-16T02:57:42Z,575 Cohen Knolls Fake St.,legit
107.72.155.88,fake_tmorton@example.org,MI,Opera/8.90.(X11; Linux x86_64; gu-IN) Presto/2.9.190 Version/11.00,34367,(555)127 - 4414,2022-05-24T17:06:39Z,6941 Hannah Brook Fake St.,legit
198.117.66.16,fake_kramirez@example.com,LA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_2 rv:4.0; ln-CD) AppleWebKit/532.46.5 (KHTML, like Gecko) Version/5.0.1 Safari/532.46.5",32148,(555)425 - 9808,2022-05-03T08:19:49Z,0257 Patel Trafficway Fake St.,legit
200.221.181.104,fake_jeffrey50@example.net,OR,Opera/9.16.(X11; Linux x86_64; is-IS) Presto/2.9.189 Version/10.00,32551,(555)607 - 6698,2022-04-22T21:31:53Z,2498 Michael Forge Fake St.,legit
214.240.239.56,fake_imedina@example.com,MD,Mozilla/5.0 (Windows 98; Win 9x 4.90; ar-SS; rv:1.9.1.20) Gecko/2014-11-17 17:28:40 Firefox/9.0,33706,(555)342 - 5653,2022-04-08T08:59:53Z,419 Carrie Stravenue Fake St.,legit
186.39.146.154,fake_robertjohnson@example.com,NC,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_0 rv:3.0; cmn-TW) AppleWebKit/534.31.3 (KHTML, like Gecko) Version/5.1 Safari/534.31.3",34073,(555)164 - 5974,2022-09-12T02:15:52Z,010 Stone Junctions Fake St.,legit
149.203.90.210,fake_changabriel@example.com,NV,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/51.0.895.0 Mobile/83M479 Safari/534.0",32004,(555)992 - 1651,2022-03-09T10:46:46Z,80913 Andrea Crossing Fake St.,legit
181.196.81.179,fake_collinskelly@example.com,IA,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/48.0.872.0 Mobile/84O014 Safari/533.2",32142,(555)178 - 1649,2022-11-03T17:14:27Z,20837 Stone Mall Fake St.,legit
22.197.159.183,fake_heather73@example.com,NC,Mozilla/5.0 (Android 4.2.1; Mobile; rv:7.0) Gecko/7.0 Firefox/7.0,33734,(555)161 - 6534,2022-11-10T22:33:03Z,4474 Aaron Vista Fake St.,legit
107.72.155.88,fake_johnyoung@example.org,FL,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.16.5 (KHTML, like Gecko) Version/5.0.2 Safari/532.16.5",34896,(555)165 - 9148,2022-03-18T18:35:08Z,53110 Carter Path Fake St.,legit
167.113.123.129,fake_ellisbruce@example.org,IA,Opera/8.83.(Windows NT 5.2; gez-ER) Presto/2.9.176 Version/12.00,34046,(555)799 - 2218,2022-04-05T11:24:20Z,330 Gregory Freeway Fake St.,legit
104.242.177.85,fake_nealsean@example.org,TX,Mozilla/5.0 (Android 4.0; Mobile; rv:42.0) Gecko/42.0 Firefox/42.0,33116,(555)630 - 7176,2022-05-09T21:08:00Z,874 Shannon Parks Fake St.,legit
34.37.167.82,fake_justin86@example.net,NC,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6 rv:6.0; iw-IL) AppleWebKit/534.14.6 (KHTML, like Gecko) Version/5.0 Safari/534.14.6",33324,(555)130 - 6012,2022-08-31T12:00:54Z,06453 Hensley Stravenue Fake St.,legit
1.240.158.216,fake_cainsabrina@example.net,AR,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/28.0.883.0 Mobile/15K800 Safari/532.1",34802,(555)836 - 8051,2023-01-12T00:06:21Z,442 Joel Loop Fake St.,legit
74.122.138.105,fake_johncooper@example.org,MO,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/14.7n4782.0 Mobile/71J369 Safari/536.2",34793,(555)186 - 3930,2022-03-06T20:14:37Z,2482 Smith Expressway Fake St.,legit
148.93.185.254,fake_carolyneaton@example.com,WA,Mozilla/5.0 (Windows NT 6.1; th-TH; rv:1.9.2.20) Gecko/2014-11-28 16:31:40 Firefox/9.0,34331,(555)772 - 5752,2022-06-21T10:41:55Z,08856 King Brooks Fake St.,legit
65.76.38.18,fake_curtispeggy@example.com,OR,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/46.0.827.0 Safari/534.0",33970,(555)716 - 1580,2023-03-02T00:29:01Z,64693 Michelle Squares Fake St.,legit
1.247.99.4,fake_fhayden@example.net,AK,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; tl-PH) AppleWebKit/533.31.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.31.4",33386,(555)453 - 4949,2022-03-26T09:36:15Z,32787 Vasquez Extension Fake St.,fraud
14.72.86.96,fake_morriskenneth@example.org,OR,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_6 rv:2.0; pap-CW) AppleWebKit/532.41.5 (KHTML, like Gecko) Version/5.1 Safari/532.41.5",32176,(555)377 - 7566,2023-02-28T09:50:34Z,1733 Davis Parkway Fake St.,legit
150.190.34.149,fake_logan79@example.com,FL,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/63.0.813.0 Safari/532.2",32253,(555)371 - 3635,2023-01-30T01:47:37Z,7185 Devon Street Fake St.,legit
182.212.76.7,fake_mike87@example.net,WY,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/42.0.888.0 Mobile/32U515 Safari/534.1",33847,(555)110 - 2043,2022-11-22T22:12:59Z,4996 Paul Land Fake St.,legit
63.148.66.192,fake_francismunoz@example.net,LA,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.9g7746.0 Mobile/02A589 Safari/534.2",32991,(555)197 - 9781,2022-07-23T01:41:36Z,513 Dustin Estate Fake St.,legit
